Amount,Final_Origin_Balance,Final_Destination_Balance,Fraud,Transaction_Type_CASH_IN,Transaction_Type_CASH_OUT,Transaction_Type_DEBIT,Transaction_Type_PAYMENT,Transaction_Type_TRANSFER
1425.98,8896.02,0.0,0,False,False,False,True,False
140363.62,0.0,401921.27,0,False,True,False,False,False
28094.01,28395.01,1302224.15,0,True,False,False,False,False
5165.82,0.0,0.0,0,False,False,False,True,False
18581.19,630560.09,0.0,0,False,False,False,True,False
138027.83,156149.83,1273726.35,0,True,False,False,False,False
279478.16,294100.16,640558.67,0,True,False,False,False,False
122277.1,0.0,122277.1,0,False,True,False,False,False
97517.68,97957.68,0.0,0,True,False,False,False,False
73224.32,107188.32,0.0,0,True,False,False,False,False
14993.18,35685.82,0.0,0,False,False,False,True,False
3767.44,0.0,0.0,0,False,False,False,True,False
340979.18,0.0,2198712.47,0,False,False,False,False,True
286763.58,0.0,1188671.7,0,False,False,False,False,True
1604.25,0.0,0.0,0,False,False,False,True,False
48250.48,348072.48,0.0,0,True,False,False,False,False
335621.97,335621.97,1398344.17,0,True,False,False,False,False
6424.47,0.0,0.0,0,False,False,False,True,False
508431.18,0.0,1417077.41,0,False,True,False,False,False
14187.31,0.0,156711.48,0,False,True,False,False,False
25113.52,3320530.55,0.0,0,False,False,False,True,False
144760.29,866043.56,347972.44,0,True,False,False,False,False
43655.73,0.0,0.0,0,False,False,False,True,False
110691.38,2154482.71,14334.07,0,True,False,False,False,False
571970.82,0.0,1987995.65,0,False,False,False,False,True
8131.45,0.0,0.0,0,False,False,False,True,False
123801.79,10682723.96,488749.41,0,True,False,False,False,False
159035.66,0.0,3590526.31,0,False,True,False,False,False
39758.99,0.0,0.0,0,False,False,False,True,False
185734.59,201434.59,687793.78,0,True,False,False,False,False
538061.87,0.0,2620699.35,0,False,False,False,False,True
62475.53,0.0,0.0,0,False,False,False,True,False
250138.5,0.0,1076264.34,0,False,True,False,False,False
8475.32,0.0,0.0,0,False,False,False,True,False
80205.14,86038.14,549214.88,0,True,False,False,False,False
7949.82,0.0,0.0,0,False,False,False,True,False
7054.83,329633.17,0.0,0,False,False,False,True,False
15406.72,0.0,968848.86,0,False,True,False,False,False
25788.1,0.0,0.0,0,False,False,False,True,False
105385.48,0.0,565613.79,0,False,True,False,False,False
5926.5,351345.53,0.0,0,False,False,False,True,False
53555.9,16056.1,196675.85,0,False,True,False,False,False
141719.63,5433752.49,231237.44,0,True,False,False,False,False
3469.64,48459.36,0.0,0,False,False,False,True,False
428116.01,0.0,912308.41,0,False,True,False,False,False
172219.33,0.0,558999.2,0,False,False,False,False,True
326924.24,0.0,731138.34,0,False,True,False,False,False
131146.54,0.0,298692.42,0,False,True,False,False,False
38906.67,0.0,0.0,0,False,False,False,True,False
71533.17,1524188.6,26792.94,0,True,False,False,False,False
49484.65,0.0,11875115.32,0,False,True,False,False,False
105923.95,0.0,705365.38,0,False,True,False,False,False
178022.44,208099.44,0.0,0,True,False,False,False,False
34324.75,15138.25,0.0,0,False,False,False,True,False
39818.25,15651598.13,845214.97,0,True,False,False,False,False
209530.69,0.0,1218041.36,0,False,True,False,False,False
581711.57,0.0,6458895.79,0,False,False,False,False,True
3003.34,0.0,0.0,0,False,False,False,True,False
59597.08,0.0,318860.04,0,False,True,False,False,False
1387.49,98934.51,0.0,0,False,False,False,True,False
236840.12,6097742.46,312493.17,0,True,False,False,False,False
124037.74,447412.95,170671.44,0,True,False,False,False,False
258208.83,0.0,559639.38,0,False,True,False,False,False
19691.73,0.0,82209.71,0,False,False,False,False,True
198501.56,547645.56,5108222.67,0,True,False,False,False,False
233497.52,0.0,523865.77,0,False,True,False,False,False
9033.59,0.0,0.0,0,False,False,False,True,False
279753.13,319909.13,0.0,0,True,False,False,False,False
122528.53,0.0,390122.21,0,False,True,False,False,False
514872.14,0.0,3247549.67,0,False,False,False,False,True
194864.8,0.0,5839671.63,0,False,False,False,False,True
125456.39,0.0,759964.07,0,False,True,False,False,False
76447.1,5507290.21,353634.86,0,True,False,False,False,False
4697.9,56039.1,216661.46,0,False,False,True,False,False
5920.76,0.0,770930.36,0,False,True,False,False,False
145358.01,14506168.67,951910.71,0,True,False,False,False,False
90727.83,0.0,404037.14,0,False,True,False,False,False
100646.31,0.0,1006586.0,0,False,True,False,False,False
143248.45,0.0,0.0,0,False,True,False,False,False
85147.13,0.0,1278205.01,0,False,False,False,False,True
11147.25,214588.32,0.0,0,False,False,False,True,False
86696.39,0.0,138099.02,0,False,False,False,False,True
6985.97,105111.03,0.0,0,False,False,False,True,False
99905.93,0.0,99905.93,0,False,True,False,False,False
324808.87,0.0,1144029.43,0,False,True,False,False,False
18122.22,0.0,0.0,0,False,False,False,True,False
6676.0,0.0,0.0,0,False,False,False,True,False
19529.72,55983.01,0.0,0,False,False,False,True,False
26238.44,46227.56,0.0,0,False,False,False,True,False
472754.06,1803541.33,802307.96,0,True,False,False,False,False
4376.63,0.0,0.0,0,False,False,False,True,False
100693.18,110879.18,0.0,0,True,False,False,False,False
55600.96,0.0,55600.96,0,False,True,False,False,False
187412.73,0.0,414620.02,0,False,True,False,False,False
329045.89,0.0,9525406.84,0,False,True,False,False,False
22549.86,8239179.9,299433.52,0,True,False,False,False,False
10409.38,0.0,0.0,0,False,False,False,True,False
343259.39,0.0,5506526.22,0,False,True,False,False,False
456240.77,4777785.05,2146196.52,0,True,False,False,False,False
95070.98,0.0,222559.01,0,False,True,False,False,False
192157.87,0.0,192157.87,0,False,True,False,False,False
223776.95,3476374.1,460335.01,0,True,False,False,False,False
139567.5,0.0,618371.8,0,False,True,False,False,False
5245.29,0.0,0.0,0,False,False,False,True,False
1995.33,10442.67,0.0,0,False,False,False,True,False
4609.2,48539.83,0.0,0,False,False,False,True,False
7460.25,0.0,0.0,0,False,False,False,True,False
112507.02,0.0,704506.35,0,False,True,False,False,False
5799.7,0.0,270135.05,0,False,True,False,False,False
61060.29,1181088.51,519332.1,0,True,False,False,False,False
437875.02,0.0,5003132.95,0,False,True,False,False,False
82370.44,0.0,2952788.2,0,False,True,False,False,False
165669.43,0.0,0.0,0,False,True,False,False,False
391676.96,0.0,470286.5,0,False,False,False,False,True
269096.08,867844.08,0.0,0,True,False,False,False,False
130586.85,0.0,1096866.68,0,False,True,False,False,False
8632.26,0.0,0.0,0,False,False,False,True,False
206190.43,3909900.77,2143172.79,0,True,False,False,False,False
457960.55,458032.55,0.0,0,True,False,False,False,False
38699.07,207569.65,0.0,0,False,False,False,True,False
12527.35,223725.97,0.0,0,False,False,False,True,False
20064.89,0.0,528065.31,0,False,True,False,False,False
200361.55,25103.45,1580740.2,0,False,True,False,False,False
32622.96,222329.8,0.0,0,False,False,False,True,False
516204.82,0.0,2937648.67,0,False,False,False,False,True
3023.4,0.0,0.0,0,False,False,False,True,False
440300.4,0.0,505082.97,0,False,True,False,False,False
154511.69,4543541.5,93488.46,0,True,False,False,False,False
311749.9,599993.69,13620893.31,0,True,False,False,False,False
66221.76,0.0,1250993.26,0,False,True,False,False,False
219272.83,0.0,360168.88,0,False,True,False,False,False
8128.65,0.0,183931.02,0,False,True,False,False,False
42957.7,0.0,0.0,0,False,False,False,True,False
104624.43,1207226.17,555111.65,0,True,False,False,False,False
588646.15,610465.15,0.0,0,True,False,False,False,False
163811.13,99284.83,411197.23,0,False,True,False,False,False
16317.97,167227.03,0.0,0,False,False,False,True,False
200271.65,0.0,738061.15,0,False,True,False,False,False
178683.31,227313.31,0.0,0,True,False,False,False,False
28253.91,21646.09,0.0,0,False,False,False,True,False
75871.92,2744920.69,142026.62,0,True,False,False,False,False
89225.02,0.0,185306.39,0,False,True,False,False,False
704897.22,0.0,1267429.7,0,False,False,False,False,True
198516.25,208754.25,80807.3,0,True,False,False,False,False
26364.04,0.0,0.0,0,False,False,False,True,False
151394.23,0.0,699162.81,0,False,True,False,False,False
20925.1,0.0,0.0,0,False,False,False,True,False
63223.09,40123.91,63223.09,0,False,True,False,False,False
273889.88,2165981.75,304498.4,0,True,False,False,False,False
325917.22,0.0,1410483.67,0,False,True,False,False,False
200467.74,0.0,200467.74,0,False,True,False,False,False
237193.24,0.0,366603.27,0,False,True,False,False,False
290659.59,0.0,12299613.16,0,False,True,False,False,False
3127.77,0.0,0.0,0,False,False,False,True,False
94443.75,0.0,353422.34,0,False,True,False,False,False
65058.75,0.0,166122.59,0,False,True,False,False,False
520577.31,0.0,520577.31,0,False,True,False,False,False
33163.05,0.0,0.0,0,False,False,False,True,False
408520.37,0.0,917447.28,0,False,False,False,False,True
107950.89,0.0,107950.89,0,False,True,False,False,False
8472.65,0.0,0.0,0,False,False,False,True,False
41820.34,0.0,0.0,0,False,False,False,True,False
362377.44,0.0,2124055.1,0,False,True,False,False,False
229642.87,0.0,297872.58,0,False,True,False,False,False
248408.52,14535682.59,205225.97,0,True,False,False,False,False
342482.34,0.0,367861.77,0,False,False,False,False,True
156612.52,0.0,22662044.99,0,False,True,False,False,False
7118.77,129508.71,0.0,0,False,False,False,True,False
1634985.77,0.0,1654478.27,0,False,False,False,False,True
18755.37,0.0,0.0,0,False,False,False,True,False
378790.36,0.0,7374351.29,0,False,False,False,False,True
14016.88,0.0,0.0,0,False,False,False,True,False
293364.22,333291.22,0.0,0,True,False,False,False,False
866734.66,0.0,3598764.97,0,False,False,False,False,True
11456.8,3968.2,0.0,0,False,False,False,True,False
3422.36,11822.64,0.0,0,False,False,False,True,False
78373.4,0.0,751703.62,0,False,True,False,False,False
16123.93,0.0,0.0,0,False,False,False,True,False
32929.12,0.0,64180.03,0,False,True,False,False,False
31166.33,0.0,0.0,0,False,False,False,True,False
12015.68,0.0,0.0,0,False,False,False,True,False
41476.42,163759.58,0.0,0,False,False,False,True,False
53827.17,4676679.52,224986.55,0,True,False,False,False,False
17363.57,0.0,469843.92,0,False,True,False,False,False
20320.45,517962.55,0.0,0,False,False,False,True,False
7885.03,23068.97,0.0,0,False,False,False,True,False
46418.78,1348014.95,72958.95,0,True,False,False,False,False
144064.47,0.0,5228579.21,0,False,False,False,False,True
198578.57,3697994.51,203722.12,0,True,False,False,False,False
287709.42,0.0,963981.81,0,False,True,False,False,False
18893.71,250104.29,0.0,0,False,False,False,True,False
393947.81,2214204.96,11297873.81,0,True,False,False,False,False
14001.63,0.0,0.0,0,False,False,False,True,False
11948.98,0.0,0.0,0,False,False,False,True,False
180033.02,0.0,324478.16,0,False,True,False,False,False
244706.94,254361.21,508461.14,0,True,False,False,False,False
4628.22,345137.99,0.0,0,False,False,False,True,False
178374.79,193707.79,138318.31,0,True,False,False,False,False
4299.45,356755.27,0.0,0,False,False,False,True,False
19093.72,0.0,0.0,0,False,False,False,True,False
20785.42,134566.42,2114385.94,0,True,False,False,False,False
212929.49,0.0,30860007.64,0,False,True,False,False,False
4590.98,27205.02,0.0,0,False,False,False,True,False
25089.65,0.0,6734903.04,0,False,True,False,False,False
895325.13,0.0,10559615.2,0,False,False,False,False,True
736629.95,0.0,1095675.13,0,False,False,False,False,True
26237.69,0.0,490038.73,0,False,True,False,False,False
179398.16,0.0,1034461.31,0,False,False,False,False,True
323485.58,0.0,1407644.23,0,False,True,False,False,False
8982.61,12422.39,0.0,0,False,False,False,True,False
64610.88,0.0,333106.88,0,False,True,False,False,False
3019.09,17018.3,0.0,0,False,False,False,True,False
15900.19,88462.81,104039.41,0,False,True,False,False,False
93728.52,0.0,150194.03,0,False,True,False,False,False
18723.43,0.0,1080630.21,0,False,True,False,False,False
750.76,234.24,0.0,0,False,False,False,True,False
2945.52,95087.48,0.0,0,False,False,False,True,False
17405.6,0.0,0.0,0,False,False,False,True,False
200458.87,0.0,1151348.0,0,False,True,False,False,False
106086.83,0.0,106086.83,0,False,True,False,False,False
11078.8,8922.2,0.0,0,False,False,False,True,False
25185.05,0.0,5957129.01,0,False,True,False,False,False
307083.67,0.0,312478.98,0,False,True,False,False,False
158671.2,189655.2,0.0,0,True,False,False,False,False
29717.37,8121995.93,27626.55,0,True,False,False,False,False
3938.56,58793.44,97218.89,0,False,True,False,False,False
776392.32,0.0,1709720.2,0,False,False,False,False,True
1038876.28,0.0,1038876.28,0,False,False,False,False,True
758515.72,0.0,1642095.19,0,False,False,False,False,True
8177.95,12652.05,0.0,0,False,False,False,True,False
232135.7,0.0,6258825.61,0,False,True,False,False,False
120111.13,0.0,243943.17,0,False,True,False,False,False
1765.29,23619.71,1765.29,0,False,True,False,False,False
24284.38,0.0,756631.26,0,False,True,False,False,False
200886.08,5220798.0,369889.52,0,True,False,False,False,False
6856.8,51050.76,0.0,0,False,False,False,True,False
1.55,30116.45,0.0,0,False,False,False,True,False
27881.37,0.0,127355.67,0,False,True,False,False,False
11469.52,517876.76,0.0,0,False,False,False,True,False
13199.08,13597.92,0.0,0,False,False,False,True,False
317796.89,0.0,2841022.87,0,False,True,False,False,False
20066.45,0.0,0.0,0,False,False,False,True,False
3344.88,101055.12,0.0,0,False,False,False,True,False
245237.13,0.0,554102.89,0,False,True,False,False,False
17503.85,28263.58,0.0,0,False,False,False,True,False
42454.52,49594.52,0.0,0,True,False,False,False,False
6673.85,54231.15,4131376.31,0,False,False,True,False,False
100009.51,359403.95,5446123.66,0,True,False,False,False,False
144219.48,0.0,747409.18,0,False,True,False,False,False
70107.24,11910031.19,2216369.86,0,True,False,False,False,False
173127.48,0.0,555439.45,0,False,True,False,False,False
11253.54,0.0,0.0,0,False,False,False,True,False
92543.77,3963761.54,508386.66,0,True,False,False,False,False
11138.13,547852.71,0.0,0,False,False,False,True,False
152131.81,0.0,5569871.25,0,False,True,False,False,False
43548.99,57800.01,82853.59,0,False,True,False,False,False
14617.2,0.0,0.0,0,False,False,False,True,False
4848.23,1207.77,2745436.49,0,False,False,True,False,False
14926.12,0.0,0.0,0,False,False,False,True,False
10050.11,0.0,0.0,0,False,False,False,True,False
206603.67,0.0,1333835.09,0,False,True,False,False,False
1673292.46,0.0,1816086.33,0,False,False,False,False,True
27982.24,224087.76,6450805.58,0,False,True,False,False,False
3929.46,126840.07,0.0,0,False,False,False,True,False
17841.22,251437.29,0.0,0,False,False,False,True,False
6129.28,15088.72,0.0,0,False,False,False,True,False
2668516.88,0.0,6185350.31,0,False,False,False,False,True
111665.74,0.0,264119.7,0,False,False,False,False,True
56193.98,0.0,176157.83,0,False,False,False,False,True
2516.96,351199.71,0.0,0,False,False,False,True,False
26113.31,11321.69,26113.31,0,False,True,False,False,False
166833.01,11294120.04,592959.08,0,True,False,False,False,False
17269.47,232216.47,0.0,0,False,False,False,True,False
390133.98,390310.98,0.0,0,True,False,False,False,False
545.57,0.0,0.0,0,False,False,False,True,False
507267.02,0.0,1149084.88,0,False,False,False,False,True
4771.1,4257.9,0.0,0,False,False,False,True,False
86454.19,0.0,531966.54,0,False,True,False,False,False
551272.46,0.0,551272.46,0,False,True,False,False,False
61680.51,7971.49,687817.46,0,False,True,False,False,False
464276.62,0.0,1102486.74,0,False,False,False,False,True
201350.71,0.0,243992.74,0,False,True,False,False,False
33441.92,73773.08,58552.84,0,False,True,False,False,False
138883.68,7721196.24,99606.74,0,True,False,False,False,False
6714.03,100359.97,0.0,0,False,False,False,True,False
48257.44,1014536.89,7997515.38,0,True,False,False,False,False
119116.52,0.0,1915669.47,0,False,False,False,False,True
244028.08,348250.08,4530560.26,0,True,False,False,False,False
3096.96,0.0,0.0,0,False,False,False,True,False
18382.77,0.0,0.0,0,False,False,False,True,False
13737.43,0.0,0.0,0,False,False,False,True,False
167832.27,2562896.66,655300.55,0,True,False,False,False,False
4825.52,0.0,0.0,0,False,False,False,True,False
999446.04,0.0,1029858.61,0,False,False,False,False,True
4316.11,0.0,146884.15,0,False,True,False,False,False
32737.95,28015.05,0.0,0,False,False,False,True,False
71811.71,0.0,186347.63,0,False,True,False,False,False
34728.81,0.0,0.0,0,False,False,False,True,False
17318.7,35050.3,0.0,0,False,False,False,True,False
6905.37,0.0,0.0,0,False,False,False,True,False
7492.15,0.0,0.0,0,False,False,False,True,False
3099.65,33570.65,0.0,0,True,False,False,False,False
1958245.28,0.0,6613086.86,0,False,False,False,False,True
74283.52,1956540.96,736456.96,0,True,False,False,False,False
141271.96,290490.96,0.0,0,True,False,False,False,False
138859.63,0.0,5841604.31,0,False,True,False,False,False
157024.18,636139.82,199262.32,0,False,True,False,False,False
12523.26,0.0,440909.0,0,False,False,True,False,False
100925.58,0.0,976856.02,0,False,True,False,False,False
7255.76,7204.24,0.0,0,False,False,False,True,False
409521.02,0.0,1352902.63,0,False,False,False,False,True
9515.03,629.97,0.0,0,False,False,False,True,False
9835.22,809901.69,0.0,0,False,False,False,True,False
12331.28,0.0,0.0,0,False,False,False,True,False
721673.98,734860.98,1097988.65,0,True,False,False,False,False
167454.94,0.0,1408264.11,0,False,True,False,False,False
259500.79,0.0,613328.72,0,False,True,False,False,False
304.74,168849.16,0.0,0,False,False,False,True,False
98059.69,0.0,1239339.84,0,False,True,False,False,False
120533.31,0.0,3936055.8,0,False,True,False,False,False
27635.8,0.0,0.0,0,False,False,False,True,False
155404.51,0.0,514890.64,0,False,True,False,False,False
8147.86,32635.14,0.0,0,False,False,False,True,False
97499.26,161847.26,0.0,0,True,False,False,False,False
309020.53,2543720.31,2450563.32,0,True,False,False,False,False
87401.31,10889844.98,2994352.92,0,True,False,False,False,False
1912.21,20292.79,0.0,0,False,False,False,True,False
156401.48,0.0,331440.5,0,False,True,False,False,False
43350.84,389227.8,0.0,0,False,False,False,True,False
39404.31,4168205.76,222531.61,0,True,False,False,False,False
1242.4,0.0,4841163.98,0,False,False,True,False,False
7560.19,493709.81,0.0,0,False,False,False,True,False
87622.22,0.0,1165021.77,0,False,True,False,False,False
76224.9,282769.13,1662111.27,0,True,False,False,False,False
103556.04,2184403.71,893258.25,0,True,False,False,False,False
45483.76,0.0,0.0,0,False,False,False,True,False
274050.65,1705631.81,675479.48,0,True,False,False,False,False
1379.65,13733.35,661020.85,0,False,False,True,False,False
68141.5,0.0,68141.5,0,False,True,False,False,False
2633.54,55612.46,0.0,0,False,False,False,True,False
299571.62,0.0,663438.1,0,False,True,False,False,False
178168.9,0.0,692487.59,0,False,True,False,False,False
51431.95,0.0,159201.88,0,False,True,False,False,False
366498.08,0.0,1161841.73,0,False,True,False,False,False
238426.69,342240.69,0.0,0,True,False,False,False,False
43716.77,0.0,43716.77,0,False,True,False,False,False
438242.4,0.0,1670534.17,0,False,True,False,False,False
365602.49,17225290.7,7429078.54,0,True,False,False,False,False
240005.36,0.0,1688434.74,0,False,True,False,False,False
301827.18,3796616.87,1874858.79,0,True,False,False,False,False
357093.93,0.0,2483436.79,0,False,True,False,False,False
167854.63,203858.63,5825551.22,0,True,False,False,False,False
8434.68,21055.32,0.0,0,False,False,False,True,False
209393.38,0.0,4107461.23,0,False,False,False,False,True
19098.2,219479.8,19098.2,0,False,True,False,False,False
1684.1,48080.9,0.0,0,False,False,False,True,False
143381.92,148950.92,345243.07,0,True,False,False,False,False
367395.98,0.0,1762162.2,0,False,False,False,False,True
18918.22,0.0,0.0,0,False,False,False,True,False
15378.47,34912.53,0.0,0,False,False,False,True,False
550193.54,606507.54,80127.87,0,True,False,False,False,False
155604.27,0.0,155604.27,0,False,True,False,False,False
225411.16,0.0,5875019.51,0,False,True,False,False,False
33396.14,0.0,888344.11,0,False,True,False,False,False
240087.27,0.0,241450.23,0,False,True,False,False,False
320260.53,0.0,1353151.89,0,False,True,False,False,False
9089.28,7893.72,0.0,0,False,False,False,True,False
56510.76,8826408.06,2103079.13,0,True,False,False,False,False
60658.56,0.0,77247.92,0,False,True,False,False,False
89005.85,0.0,881313.92,0,False,True,False,False,False
4359.61,0.0,0.0,0,False,False,False,True,False
11291.15,0.0,0.0,0,False,False,False,True,False
28188.61,0.0,0.0,0,False,False,False,True,False
124813.62,0.0,1015843.61,0,False,True,False,False,False
30228.58,42357.42,2805419.15,0,False,True,False,False,False
5216.86,0.0,0.0,0,False,False,False,True,False
46393.66,7217502.2,1286964.42,0,True,False,False,False,False
93305.61,15965403.75,1585813.53,0,True,False,False,False,False
200187.13,4188374.69,1153567.15,0,True,False,False,False,False
11526.21,0.0,0.0,0,False,False,False,True,False
125559.38,176049.38,920407.02,0,True,False,False,False,False
10574.87,0.0,0.0,0,False,False,False,True,False
5647.46,516211.25,0.0,0,False,False,False,True,False
31198.04,0.0,0.0,0,False,False,False,True,False
15249.94,0.0,0.0,0,False,False,False,True,False
158807.44,0.0,61813.93,0,False,True,False,False,False
178944.37,0.0,647544.72,0,False,True,False,False,False
285757.65,0.0,3012182.19,0,False,True,False,False,False
15670.66,45245.34,0.0,0,False,False,False,True,False
236395.24,16656641.81,2830405.95,0,True,False,False,False,False
465989.24,0.0,940090.32,0,False,True,False,False,False
10546.66,50868.34,0.0,0,False,False,False,True,False
904.18,29263.82,0.0,0,False,False,False,True,False
2718917.79,0.0,6140421.39,0,False,False,False,False,True
695001.28,0.0,2046452.79,0,False,False,False,False,True
329857.62,0.0,1900831.15,0,False,False,False,False,True
75662.35,0.0,422554.37,0,False,True,False,False,False
137948.25,0.0,137948.25,0,False,True,False,False,False
294584.06,0.0,294584.06,0,False,True,False,False,False
947547.24,0.0,1236361.75,0,False,False,False,False,True
44606.13,0.0,2133133.53,0,False,True,False,False,False
2388.57,0.0,0.0,0,False,False,False,True,False
396406.47,0.0,650683.58,0,False,True,False,False,False
170276.71,0.0,528061.51,0,False,True,False,False,False
22633.06,2371.88,0.0,0,False,False,False,True,False
10650.98,20749.02,0.0,0,False,False,False,True,False
7216.13,0.0,0.0,0,False,False,False,True,False
21973.1,104001.9,0.0,0,False,False,False,True,False
71925.15,0.0,0.0,0,False,False,False,True,False
22298.82,4609.18,0.0,0,False,False,False,True,False
14045.56,0.0,0.0,0,False,False,False,True,False
175.09,18667.08,0.0,0,False,False,False,True,False
50362.87,52687.29,111050.93,0,False,True,False,False,False
107069.8,0.0,107069.8,0,False,True,False,False,False
461469.35,0.0,4336653.09,0,False,True,False,False,False
24660.82,164284.29,0.0,0,False,False,False,True,False
952702.17,0.0,2022930.96,0,False,False,False,False,True
33014.68,0.0,0.0,0,False,False,False,True,False
801966.85,0.0,2823829.11,0,False,False,False,False,True
13600.6,0.0,0.0,0,False,False,False,True,False
6413.75,0.0,0.0,0,False,False,False,True,False
23065.35,0.0,0.0,0,False,False,False,True,False
174900.84,0.0,4139964.48,0,False,True,False,False,False
5397.64,0.0,0.0,0,False,False,False,True,False
1085693.34,0.0,4533216.66,0,False,False,False,False,True
277438.32,8480615.72,177105.86,0,True,False,False,False,False
1094281.84,0.0,2798776.6,0,False,False,False,False,True
499277.01,0.0,5050088.86,0,False,False,False,False,True
21032.93,0.0,0.0,0,False,False,False,True,False
88245.59,137771.59,370972.0,0,True,False,False,False,False
255649.12,0.0,4355228.67,0,False,True,False,False,False
116254.73,117997.73,0.0,0,True,False,False,False,False
46845.1,0.0,3188858.47,0,False,True,False,False,False
9192.8,0.0,1301876.36,0,False,True,False,False,False
270181.21,0.0,270181.21,0,False,True,False,False,False
271320.64,0.0,611457.77,0,False,True,False,False,False
77963.26,3051815.7,2230995.64,0,True,False,False,False,False
16582.86,0.0,0.0,0,False,False,False,True,False
6593.99,0.0,0.0,0,False,False,False,True,False
435699.1,477011.1,6865427.44,0,True,False,False,False,False
21729.43,5298.67,0.0,0,False,False,False,True,False
1096.12,0.0,0.0,0,False,False,False,True,False
142500.67,0.0,361850.12,0,False,True,False,False,False
76188.44,0.0,222771.02,0,False,True,False,False,False
272210.08,322850.92,652787.58,0,False,True,False,False,False
72070.58,73380.58,0.0,0,True,False,False,False,False
446124.0,0.0,6892662.47,0,False,False,False,False,True
296011.45,296272.45,0.0,0,True,False,False,False,False
198841.6,8434707.97,656159.02,0,True,False,False,False,False
14550.33,2573.94,0.0,0,False,False,False,True,False
2198.62,0.0,0.0,0,False,False,False,True,False
70791.17,9550688.98,900803.22,0,True,False,False,False,False
22884.74,190232.85,0.0,0,False,False,False,True,False
59884.22,0.0,584465.89,0,False,True,False,False,False
236340.36,0.0,323121.1,0,False,True,False,False,False
37216.43,288587.57,0.0,0,False,False,False,True,False
168568.9,0.0,682388.87,0,False,True,False,False,False
28990.33,0.0,0.0,0,False,False,False,True,False
3013.31,0.0,0.0,0,False,False,False,True,False
280070.82,0.0,790477.33,0,False,True,False,False,False
290172.69,0.0,11044813.87,0,False,True,False,False,False
9829.92,46512.92,753931.0,0,True,False,False,False,False
61960.48,0.0,747043.49,0,False,True,False,False,False
222950.98,6703735.88,362904.15,0,True,False,False,False,False
304182.42,0.0,1692021.79,0,False,True,False,False,False
19066.81,0.0,0.0,0,False,False,False,True,False
244660.12,0.0,300305.92,0,False,False,False,False,True
504963.37,20589.77,2546123.05,0,False,True,False,False,False
91924.78,2534124.2,2882579.08,0,True,False,False,False,False
92741.57,19978.43,0.0,0,False,False,False,True,False
380089.52,0.0,1308372.09,0,False,True,False,False,False
148960.46,0.0,604811.61,0,False,False,False,False,True
271024.34,0.0,271024.34,0,False,True,False,False,False
319051.09,0.0,978156.45,0,False,True,False,False,False
99982.16,0.0,5075986.61,0,False,True,False,False,False
190736.44,0.0,381629.41,0,False,True,False,False,False
18768.66,0.0,0.0,0,False,False,False,True,False
57976.43,58164.43,0.0,0,True,False,False,False,False
67002.76,18991139.65,97925.11,0,True,False,False,False,False
960.79,3330.49,0.0,0,False,False,False,True,False
370354.8,401067.8,0.0,0,True,False,False,False,False
161462.53,0.0,267998.99,0,False,False,False,False,True
10916.4,0.0,0.0,0,False,False,False,True,False
45308.69,5455999.48,1768366.1,0,True,False,False,False,False
97331.48,0.0,2106885.35,0,False,True,False,False,False
121498.36,249338.36,39345.89,0,True,False,False,False,False
182652.55,0.0,9484417.26,0,False,True,False,False,False
35414.73,299215.57,0.0,0,False,False,False,True,False
165910.81,185933.81,4139875.55,0,True,False,False,False,False
1478.09,0.0,0.0,0,False,False,False,True,False
301859.25,0.0,1051024.42,0,False,True,False,False,False
12477.01,0.0,0.0,0,False,False,False,True,False
453334.67,0.0,2886680.03,0,False,True,False,False,False
513952.64,0.0,2632595.15,0,False,False,False,False,True
286424.93,15442657.76,603663.31,0,True,False,False,False,False
470214.21,0.0,470214.21,0,False,True,False,False,False
1713.64,0.0,0.0,0,False,False,False,True,False
5397.26,0.0,0.0,0,False,False,False,True,False
138349.23,227030.77,184647.97,0,False,True,False,False,False
16366.5,0.0,0.0,0,False,False,False,True,False
5888.08,24954.92,0.0,0,False,False,False,True,False
22035.23,0.0,250238.99,0,False,True,False,False,False
11364.84,0.0,0.0,0,False,False,False,True,False
1716.27,0.0,0.0,0,False,False,False,True,False
6580.97,0.0,0.0,0,False,False,False,True,False
41851.09,54140.09,0.0,0,True,False,False,False,False
17.48,4152.99,0.0,0,False,False,False,True,False
30808.01,0.0,0.0,0,False,False,False,True,False
229415.99,7135257.83,1480319.27,0,True,False,False,False,False
1804.25,0.0,0.0,0,False,False,False,True,False
61536.75,0.0,1917384.03,0,False,True,False,False,False
5279.25,271057.75,0.0,0,False,False,False,True,False
403046.34,0.0,581430.79,0,False,True,False,False,False
98115.46,0.0,290406.13,0,False,True,False,False,False
137929.54,0.0,674058.86,0,False,True,False,False,False
32277.91,63269.58,0.0,0,False,False,False,True,False
34323.56,0.0,3514026.29,0,False,True,False,False,False
330.88,692.12,0.0,0,False,False,False,True,False
230789.51,0.0,230789.51,0,False,True,False,False,False
1832.33,98338.82,0.0,0,False,False,False,True,False
48244.78,893365.8,3783621.23,0,True,False,False,False,False
55922.76,0.0,0.0,0,False,False,False,True,False
498365.73,519390.73,3333784.96,0,True,False,False,False,False
4875.83,2548.17,0.0,0,False,False,False,True,False
435679.2,441837.2,0.0,0,True,False,False,False,False
98458.34,0.0,0.0,0,False,True,False,False,False
